"Model","Scenario","Region","Variable","Unit","2020","2021","2022","2023","2024","2025","2030","2035","2040","2045","2050"
"GCAM 5.3","R_MAC_35_n8","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",20.7492995829052,"","","","",34.8349390265907,54.4243241576817,81.0911974663707,93.163426595298,107.642883433634,123.111984511509
"GCAM 5.3","R_MAC_35_n8","World","Primary Energy|Gas","EJ/yr",140.958764544714,"","","","",133.623278400626,131.652882232116,112.078028322514,130.707522327244,142.24243029108,153.231979622286
"GCAM 5.3","R_MAC_35_n8","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.2291633072,"","","","",6.36590883817,16.0960859250338,23.4429945392568,25.6441689321192,26.6642256304801,25.7911311902854
"GCAM 5.3","R_MAC_35_n8","World","Secondary Energy|Electricity","EJ/yr",97.9664432773052,"","","","",129.446474142461,183.353069758495,249.27663883725,272.888049349373,299.680361561614,324.694584481051
"GCAM 5.3","R_MAC_35_n8","World","Secondary Energy|Electricity|Coal","EJ/yr",40.56868316,"","","","",28.8873689897,22.1217422817799,19.2856021407911,20.3128077274171,17.9154642367163,16.161155119373
"GCAM 5.3","R_MAC_35_n8","World","Primary Energy|Oil","EJ/yr",193.448227294076,"","","","",195.587920911922,177.958813580989,120.533279759437,127.285229149126,119.467573955538,109.955433384438
"GCAM 5.3","R_MAC_35_n8","World","Primary Energy","EJ/yr",612.42577344978,"","","","",602.737783094802,655.284576942352,708.578476334958,731.679893611434,754.634441321303,776.014479208597
"GCAM 5.3","R_MAC_35_n8","World","Primary Energy|Coal","EJ/yr",187.293017024617,"","","","",105.403178868894,68.8992515216174,51.7421765922167,54.5749303134269,47.7687106554549,42.8612432485084
"GCAM 5.3","R_MAC_35_n8","World","Primary Energy|Non-Biomass Renewables","EJ/yr",21.3177958700991,"","","","",35.4462144303433,55.1583687915129,83.5305615785589,95.0768593141493,110.042615597029,125.965572262963
"GCAM 5.3","R_MAC_35_n8","World","Primary Energy|Biomass","EJ/yr",58.471730206699,"","","","",106.507942165246,175.971021136347,268.965170384072,247.308867981523,248.436866375014,248.823630425116
"GCAM 5.3","R_MAC_35_n8","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",52984.1132835056,"","","","",34219.4499996568,18466.0854052586,2408.39851155781,2609.25137614066,2583.31600983592,2623.52902362087
"GCAM 5.3","R_MAC_35_n8","Japan","Emissions|CO2","Mt CO2/yr",1240.85771708633,"","","","",913.423644908823,445.368185519556,203.322728102437,154.89022227078,121.202710151026,101.277960647954
"GCAM 5.3","R_MAC_35_n8","Japan","Emissions|CH4","Mt CH4/yr",1.5311106326494,"","","","",1.020254441396,0.866680286845456,0.811906423203097,0.824208433451212,0.897186993596503,0.990906171126888
"GCAM 5.3","R_MAC_35_n8","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.638166,"","","","",1.73554,1.8126167,1.621496519,1.629022728,1.678009497,1.6875326488
"GCAM 5.3","R_MAC_35_n8","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.5279185764,"","","","",0.7424244796,1.2277407326,1.6457058916,1.6719658326,1.6413989426,1.6772244697
"GCAM 5.3","R_MAC_35_n8","Japan","Primary Energy|Gas","EJ/yr",4.69474263897227,"","","","",4.50642877331551,4.01784960296919,3.2071808590905,3.29198033719105,3.3846926535556,3.44264961989035
"GCAM 5.3","R_MAC_35_n8","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.126365,"","","","",0.193873917,0.34736554,0.436710217848,0.441132873217,0.4245307763441,0.3114172098764
"GCAM 5.3","R_MAC_35_n8","Japan","Secondary Energy|Electricity","EJ/yr",4.0816395764,"","","","",4.3716626566,5.5573035026,6.805940633276,6.736317731553,6.8046389331191,6.8062786806513
"GCAM 5.3","R_MAC_35_n8","Japan","Secondary Energy|Electricity|Coal","EJ/yr",1.51963,"","","","",1.09911722,0.38003338,0.298888734228,0.310748005936,0.258131599275,0.2072692425949
"GCAM 5.3","R_MAC_35_n8","Japan","Primary Energy|Oil","EJ/yr",7.36044909694829,"","","","",7.22758254489828,6.78643244490843,5.24756556542097,4.82184065250194,4.22448575447931,3.78914467934614
"GCAM 5.3","R_MAC_35_n8","Japan","Primary Energy","EJ/yr",18.7610260520645,"","","","",16.954224608804,15.8521623927645,14.8926257340249,14.6497901844818,14.3349432596697,14.061455457301
"GCAM 5.3","R_MAC_35_n8","Japan","Primary Energy|Coal","EJ/yr",5.55814560044924,"","","","",3.26535450599605,1.14469017234568,0.76287058856357,0.79982631965536,0.65951400133351,0.529007842059185
"GCAM 5.3","R_MAC_35_n8","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.527878276222768,"","","","",0.742873872675351,1.22879158587057,1.65062374602866,1.67904495704498,1.65227540961567,1.69242073426888
"GCAM 5.3","R_MAC_35_n8","Japan","Primary Energy|Biomass","EJ/yr",0.588340093876159,"","","","",0.91454518759655,1.34842629437467,1.6107436873618,1.59162463369724,1.7364194630203,1.78881345881013
"GCAM 5.3","R_MAC_35_n8","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1324.80210109766,"","","","",975.513008402532,500.837454458445,254.558003134402,205.90660628894,171.837327900723,154.701910625446
"WITCH 5.0","EN_NPi2020_400f","World","Emissions|CO2","Mt CO2/yr",37176.4067518926,"","","","",23345.10751926226,18166.91904728503,13936.15041057333,11220.41793459108,7866.274409001823,4981.147349956619
"WITCH 5.0","EN_NPi2020_400f","World","Emissions|CH4","Mt CH4/yr",383.5618117636258,"","","","",189.4053794194494,159.1144378185535,148.269298267558,144.7794948246246,141.7234402966698,139.4674122002119
"WITCH 5.0","EN_NPi2020_400f","World","Secondary Energy|Electricity|Gas","EJ/yr",22.25086939717707,"","","","",16.84707881572907,10.31186754189618,7.830681659920509,5.944349761721987,4.616240718443179,4.464505668501597
"WITCH 5.0","EN_NPi2020_400f","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",28.90983390151006,"","","","",42.42958908537271,61.88628801785421,90.09999460899206,124.5969200243033,159.8679967430638,195.0547367286034
"WITCH 5.0","EN_NPi2020_400f","World","Primary Energy|Gas","EJ/yr",137.1617306050985,"","","","",107.6589638999351,83.26987552566959,75.8738093226893,76.75735746714415,77.7957127640017,86.0338488953646
"WITCH 5.0","EN_NPi2020_400f","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.502815483114688,"","","","",3.11459136278481,3.01028218268455,4.619942821064434,6.165458921424706,8.588667404162342,10.04471814676558
"WITCH 5.0","EN_NPi2020_400f","World","Secondary Energy|Electricity","EJ/yr",104.5063621448331,"","","","",84.541195677163,93.32887011497468,120.7919201570895,154.0736326562766,189.4283859085778,223.6852880371814
"WITCH 5.0","EN_NPi2020_400f","World","Secondary Energy|Electricity|Coal","EJ/yr",38.46114766157834,"","","","",6.912383230821147,2.00619624650141,0.8977512429492271,0.7585311112788811,0.7348179551986483,0.5490813170592609
"WITCH 5.0","EN_NPi2020_400f","World","Primary Energy|Oil","EJ/yr",187.0271412703173,"","","","",173.0108631785422,157.0182517912665,142.1456656844059,126.1915926547986,104.8413570456393,86.11269027774435
"WITCH 5.0","EN_NPi2020_400f","World","Primary Energy","EJ/yr",565.6309216804242,"","","","",447.1812193184346,412.171315830127,422.1573636586794,450.3660889916249,484.6017839739805,525.4530310047719
"WITCH 5.0","EN_NPi2020_400f","World","Primary Energy|Coal","EJ/yr",159.1791555466417,"","","","",69.22593799341344,54.30797839900814,48.91428068362261,45.84530155328327,43.27848491920019,40.37085058798847
"WITCH 5.0","EN_NPi2020_400f","World","Primary Energy|Non-Biomass Renewables","EJ/yr",28.90983390151006,"","","","",42.42958908537271,61.88628801785421,90.09999460899206,124.5969200243033,159.8679967430638,195.0547367286034
"WITCH 5.0","EN_NPi2020_400f","World","Primary Energy|Biomass","EJ/yr",43.37820406363858,"","","","",43.38207649826708,42.50463775740568,50.18732114605455,62.27553405207676,84.65459741656491,105.1143359039635
"WITCH 5.0","EN_NPi2020_400f","World","Secondary Energy","EJ/yr",432.6427889590365,"","","","",376.9335524275853,361.4434148712736,374.0173112144499,402.1433978207323,434.8655887081862,474.2219923920754
"WITCH 5.0","EN_NPi2020_400f","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",51198.22803360861,"","","","",30439.54814002301,24270.54008735643,19646.78189832338,16738.39329968108,13212.63407048139,10178.17991704045
"WITCH-GLOBIOM 3.1","SSP1-19","World","Emissions|CO2","Mt CO2/yr",37312.3071125962,"","","","","",10560.0084598858,"",7435.93498659368,"",3099.93697903539
"WITCH-GLOBIOM 3.1","SSP1-19","World","Emissions|CH4","Mt CH4/yr",381.32621145389,"","","","","",188.984869939817,"",160.162617120818,"",138.910756679035
"WITCH-GLOBIOM 3.1","SSP1-19","World","Secondary Energy|Electricity|Gas","EJ/yr",15.9148723558892,"","","","","",2.01136832964226,"",2.0287617037972,"",2.2751182675413
"WITCH-GLOBIOM 3.1","SSP1-19","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",19.5422978487699,"","","","","",77.06624890755491,"",118.122707787941,"",190.970508013645
"WITCH-GLOBIOM 3.1","SSP1-19","World","Primary Energy|Gas","EJ/yr",125.284468508228,"","","","","",22.6647852637416,"",18.0818666170062,"",14.9197426829412
"WITCH-GLOBIOM 3.1","SSP1-19","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.797104252317959,"","","","","",5.2888139669518,"",11.262901229803,"",20.4493728873564
"WITCH-GLOBIOM 3.1","SSP1-19","World","Secondary Energy|Electricity","EJ/yr",99.7082138552049,"","","","","",115.15686989304,"",160.662190833,"",239.530129474649
"WITCH-GLOBIOM 3.1","SSP1-19","World","Secondary Energy|Electricity|Coal","EJ/yr",38.5457410183919,"","","","","",0.0001132603688408,"",0.0000276139590966091,"",1.404e-9
"WITCH-GLOBIOM 3.1","SSP1-19","World","Primary Energy|Oil","EJ/yr",194.299715910346,"","","","","",94.5729093544322,"",75.3189469609334,"",44.792724195325
"WITCH-GLOBIOM 3.1","SSP1-19","World","Primary Energy","EJ/yr",542.454858917273,"","","","","",320.039460298761,"",351.456357552193,"",405.565129768817
"WITCH-GLOBIOM 3.1","SSP1-19","World","Primary Energy|Coal","EJ/yr",141.29781016256,"","","","","",41.8273390390419,"",41.8271259235029,"",41.8270593871767
"WITCH-GLOBIOM 3.1","SSP1-19","World","Primary Energy|Non-Biomass Renewables","EJ/yr",19.5422978487699,"","","","","",77.06624890755491,"",118.122707787941,"",190.970508013645
"WITCH-GLOBIOM 3.1","SSP1-19","World","Primary Energy|Biomass","EJ/yr",41.659752139687,"","","","","",48.0682611243041,"",63.6938232223483,"",82.0025481787247
"WITCH-GLOBIOM 3.1","SSP1-19","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",51000.0543288691,"","","","","",18761.9960608892,"",14614.9508864236,"",9379.66380543788
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Emissions|CO2","Mt CO2/yr",44195.2816,"","","","",30958.151,16357.9572,4916.0645,-1858.1185,-4689.9197,-5472.1128
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Emissions|CH4","Mt CH4/yr",411.6572,"","","","",294.2495,247.7105,221.008,221.2459,204.7157,201.7327
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Secondary Energy|Electricity|Gas","EJ/yr",29.7844,"","","","",24.6024,16.3461,9.189,7.5195,6.6561,4.7955
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",28.952,"","","","",48.7504,85.34100000000002,132.726,183.6128,234.6885,283.0546
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Primary Energy|Gas","EJ/yr",149.8497,"","","","",111.8827,71.9617,48.8927,45.9864,40.2372,35.4733
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.2114,"","","","",1.5849,3.1985,6.6188,8.5974,8.2876,7.9026
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Secondary Energy|Electricity","EJ/yr",101.5149,"","","","",105.6023,128.0353,168.7851,222.7509,276.6402,325.5693
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Secondary Energy|Electricity|Coal","EJ/yr",31.1901,"","","","",19.2256,9.0666,2.1246,0.1188,0.1086,0.0954
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Primary Energy|Oil","EJ/yr",190.0369,"","","","",179.315,157.0459,134.8054,113.0402,91.6311,71.4189
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Primary Energy","EJ/yr",590.0013,"","","","",511.2759,459.9176,471.2456,522.4069999999998,562.5615,601.5168
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Primary Energy|Coal","EJ/yr",149.6362,"","","","",92.1023,44.4747,10.9791,1.4876,1.2688,0.9242
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Primary Energy|Non-Biomass Renewables","EJ/yr",29.4775,"","","","",50.3323,92.6073,151.9972,218.2673,286.2291,352.0592
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Primary Energy|Biomass","EJ/yr",62.135,"","","","",67.222,80.8824,108.5683,124.3925,121.2708,117.7426
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Primary Energy|Biomass|Electricity","EJ/yr",3.6433,"","","","",4.8092,10.0508,20.8689,27.0421,26.0679,24.8779
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",58943.9727,"","","","",41859.4542,25826.2638,13541.7956,6943.0628,3495.1627,2561.7555
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Emissions|CO2","Mt CO2/yr",1232.6357,"","","","",830.3476,451.4045,169.6437,26.113,-19.4435,-47.3492
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Emissions|CH4","Mt CH4/yr",0.506,"","","","",0.3567,0.2867,0.2507,0.2194,0.189,0.1596
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.8746,"","","","",1.1131,0.4854,0.104,0.0009,0.0007,0.0004
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.7027,"","","","",1.1314,1.9258,2.743,3.3319,3.623,3.7061
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Primary Energy|Gas","EJ/yr",5.4717,"","","","",3.3046,1.6517,0.7705000000000001,0.4469,0.3261,0.2676
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.0865,"","","","",0.0904,0.0912,0.0795,0.062,0.0397,0.0219
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Secondary Energy|Electricity","EJ/yr",4.2312,"","","","",3.6025,3.709,4.2395,5.2708,6.2041,6.8647
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Secondary Energy|Electricity|Coal","EJ/yr",1.1127,"","","","",0.6762,0.3288,0.0738,0.0073,0.0068,0.0061
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Primary Energy|Oil","EJ/yr",7.2061,"","","","",5.9863,4.4871,3.2372,2.3669,1.8326,1.5173
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Primary Energy","EJ/yr",18.4103,"","","","",14.1853,11.4488,10.4106,10.5588,10.783,10.9611
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Primary Energy|Coal","EJ/yr",4.1947,"","","","",2.4525,1.2193,0.4269,0.2098,0.1578,0.1087
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.7192000000000001,"","","","",1.1562,2.0516,3.0679,3.7905,4.1402,4.2586
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Primary Energy|Biomass","EJ/yr",0.6055,"","","","",0.8259000000000001,1.2502,1.7765,2.0305,1.9835,1.9035
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Primary Energy|Biomass|Electricity","EJ/yr",0.1965,"","","","",0.2139,0.2243,0.1976,0.1574,0.1065,0.0653
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1258.4081,"","","","",849.2904,466.7217,183.5245,38.8842,-7.9099,-37.0581
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Emissions|CO2","Mt CO2/yr",41431.7208604082,38362.4182819176,34897.2196114443,32376.2015035744,30134.9277331266,28741.6228050729,17416.8707686775,11637.0114676205,7446.95560256127,4258.99255873665,1645.14258035651
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Emissions|CH4","Mt CH4/yr",343.027271439447,311.376038164645,294.278568844158,282.269928080139,272.492810733404,265.8262141526,218.521349732261,197.5962139326,178.650912682457,161.757380672434,146.582634407332
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Secondary Energy|Electricity|Gas","EJ/yr",22.9294627150688,27.0788265944248,29.1983924988127,29.5053857156242,29.2747920553286,29.0746661600753,17.6309566921065,9.09091969060799,11.5477702831643,15.3731303466534,18.8563851629085
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",22.38133181795923,27.51835867541151,31.58237277494738,35.72392792928131,40.27552279083594,44.63197959548846,89.64350035249251,127.0505963375073,152.9976747975917,177.8878170256088,199.7928215101674
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Primary Energy|Gas","EJ/yr",124.891568716921,132.997719250525,134.853593715157,134.146277597254,133.008448260138,131.831701944813,102.431071927163,83.4238590663006,81.9236073591237,86.4176705073696,94.8065822835891
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Secondary Energy|Electricity|Biomass","EJ/yr",0.982143003061957,0.966081923884429,0.960545708731636,1.01053542437922,0.998497888032532,0.358392890366862,0.246533111835532,0.519264833280169,1.08687386381676,1.77586679669924,2.0793049610986
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Secondary Energy|Electricity","EJ/yr",91.8855959306921,94.0584131993144,94.1647496484288,95.4230946275317,97.4785908614855,100.342385220014,127.203836405715,160.11365598449,195.264426219816,232.279031577173,267.488360925252
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Secondary Energy|Electricity|Coal","EJ/yr",34.6447362104579,26.618044496505,19.9388348525622,16.3109206100934,13.6903035441008,12.4607375408067,2.19359009924703,0.861723442184116,0.495686648816943,0.130585168522372,0.137381266075825
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Primary Energy|Oil","EJ/yr",179.259131719944,179.236895803974,172.162092537544,165.763106514878,159.271258137904,154.035736365354,120.335908425751,91.5062695885707,67.8540994612699,46.5324189833415,28.7100043591484
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Primary Energy","EJ/yr",549.291878048673,538.901801317781,517.362130239091,505.177088052795,499.886854249433,480.508835656024,438.599905012939,431.629128676823,439.511286774592,461.39214176751,491.845249776604
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Primary Energy|Coal","EJ/yr",144.923739298233,114.565422208632,89.5400404389185,75.3030471626438,64.5636539681226,58.4036973239333,22.2950299344042,14.1155786217365,9.60872841516278,7.4959347159853,6.998143132577
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Primary Energy|Non-Biomass Renewables","EJ/yr",30.26185896305121,37.15776833930421,42.89857771832812,48.51729229557483,54.55903062175598,60.32801738139285,111.6606163978492,154.4919824890134,184.4590715224689,213.2902678368767,238.6895432190441
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Primary Energy|Biomass","EJ/yr",60.4025694,64.78839564,67.0419621885575,69.9840320369247,76.3708907388047,63.1077001809778,65.1205672107938,66.434220367982,68.2743446946269,73.238218773757,79.2061500030403
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Secondary Energy","EJ/yr",88.6980868073037,87.5442369975792,84.3927599591497,82.5665292695648,79.9111052801889,76.5641404570765,66.7000369762765,57.1330438456216,48.336174208596,41.060454106378,34.7769664581643
"MESSAGEix-GLOBIOM_1.2","COV_SmartUse_550","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",54270.226010598,50267.1079608619,46356.6352409825,43525.8525371569,41038.9536824221,38912.8614883693,26269.8235612388,19870.8076099194,15113.4550467144,11425.5381851393,8371.43048194707
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Emissions|CO2","Mt CO2/yr",39802.9992,"","","","",27946.064,17806.9643,11796.0404,7259.4419,3516.5416,706.3399
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Emissions|CH4","Mt CH4/yr",361.5252,"","","","",266.3097,238.792,222.8841,213.7174,205.6109,196.7665
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Secondary Energy|Electricity|Gas","EJ/yr",24.2051,"","","","",23.695,19.7707,10.7199,9.3399,6.5155,6.368
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",28.5182,"","","","",48.2785,86.0327,122.5526,148.5297,168.3642,183.0892
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Primary Energy|Gas","EJ/yr",124.315,"","","","",102.1922,87.4768,64.813,54.5155,45.5212,38.0471
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.0654,"","","","",2.4909,3.0158,3.6488,4.3726,4.9752,5.3407
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Secondary Energy|Electricity","EJ/yr",102.8505,"","","","",105.569,121.3201,147.9379,174.7179,193.2938,208.92
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Secondary Energy|Electricity|Coal","EJ/yr",37.7796,"","","","",21.5868,2.7868,0.0259,0.0189,0.0138,0.0091
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Primary Energy|Oil","EJ/yr",177.8879,"","","","",180.097,177.9109,161.9681,129.2177,100.016,77.2934
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Primary Energy","EJ/yr",559.1791,"","","","",488.6547,448.9718,450.5938,447.6971,444.6102,441.6177
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Primary Energy|Coal","EJ/yr",160.4692,"","","","",85.7378,14.0399,3.7867,2.8276,2.7859,2.8629
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-95th","World","Primary Energy|Non-Biomass Renewables","EJ/yr",28.8503,"","","","",49.3917,91.574,133.9001,164.3003,187.6935,205.4968
